municipio_cod;municipio;pop_19;homicidio_doloso_2;nº_de_vitimas_em_homicidio_doloso_3;homicidio_doloso_por_acidente_de_transito;nº_de_vitimas_em_homicidio_doloso_por_acidente_de_transito;homicidio_culposo_por_acidente_de_transito;homicidio_culposo_outros;tentativa_de_homicidio;lesao_corporal_seguida_de_morte;lesao_corporal_dolosa;lesao_corporal_culposa_por_acidente_de_transito;lesao_corporal_culposa_outras;latrocinio;nº_de_vitimas_em_latrocinio;total_de_estupro_4;estupro;estupro_de_vulneravel;total_de_roubo_outros_1;roubo_outros;roubo_de_veiculo;roubo_a_banco;roubo_de_carga;furto_outros;furto_de_veiculo
  1;Adamantina;   35068;  2;  2;0;0;  0; 1;  0; 0;  127;  167;   4; 0; 0;  11;  4;   7;     3;     3;    0; 0;   0;   151;    3
  2;Adolfo;    3562;  0;  0;0;0;  0; 0;  0; 0;   23;    4;   0; 0; 0;   1;  0;   1;     2;     2;    0; 0;   0;    41;    0
  3;Aguaí;   36305;  3;  3;0;0;  2; 0;  1; 0;  108;   21;   0; 0; 0;   8;  0;   8;    42;    42;   11; 0;   0;   255;    5
  4;Águas da Prata;    8180;  0;  0;0;0;  1; 0;  0; 0;   22;    9;   1; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    38;    5
  5;Águas de Lindoia;   18705;  0;  0;0;0;  3; 0;  1; 0;   30;   12;   1; 0; 0;  12;  2;  10;    18;    18;    8; 0;   0;   151;   30
  6;Águas de Santa Bárbara;    6075;  0;  0;0;0;  3; 0;  0; 0;   21;    8;   0; 0; 0;   1;  1;   0;     3;     3;    0; 0;   0;    44;    2
  7;Águas de São Pedro;    3451;  0;  0;0;0;  0; 0;  0; 0;   11;    8;   0; 0; 0;   0;  0;   0;     2;     2;    0; 0;   0;    31;    3
  8;Agudos;   37214;  3;  3;0;0;  2; 0;  3; 0;  161;   86;   1; 0; 0;  12;  5;   7;    41;    40;    7; 0;   1;   372;   35
  9;Alambari;    6025;  0;  0;0;0;  2; 0;  0; 0;   26;   12;   1; 0; 0;   0;  0;   0;     1;     1;    1; 0;   0;    46;    0
 10;Alfredo Marcondes;    4166;  0;  0;0;0;  1; 0;  0; 0;   16;    3;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    12;    0
 11;Altair;    4160;  0;  0;0;0;  1; 0;  0; 0;   22;    4;   1; 0; 0;   1;  0;   1;     1;     1;    2; 0;   0;    17;    2
 12;Altinópolis;   16184;  2;  2;0;0;  4; 0;  0; 0;   65;   33;   0; 0; 0;   5;  1;   4;    12;    10;    5; 0;   2;   126;    9
 13;Alto Alegre;    4099;  0;  0;0;0;  0; 0;  1; 0;    7;    5;   1; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    15;    0
 14;Alumínio;   18628;  1;  1;0;0;  3; 0;  2; 0;   47;   16;   0; 0; 0;   6;  1;   5;    21;    21;    7; 0;   0;   141;   14
 15;Álvares Florence;    3679;  0;  0;0;0;  1; 0;  0; 0;   24;    7;   0; 0; 0;   0;  0;   0;     3;     3;    0; 0;   0;    51;    1
 16;Álvares Machado;   24915;  0;  0;0;0;  0; 0;  2; 0;  117;   81;   0; 0; 0;   2;  0;   2;     6;     4;    0; 0;   2;   155;    6
 17;Álvaro de Carvalho;    5227;  1;  1;0;0;  0; 0;  0; 0;   17;    2;   0; 0; 0;   4;  1;   3;     2;     2;    0; 0;   0;    29;    0
 18;Alvinlândia;    3222;  0;  0;0;0;  0; 0;  0; 0;   17;    1;   1; 0; 0;   1;  0;   1;     1;     1;    0; 0;   0;     8;    2
 19;Americana;  239597;  8;  8;0;0; 21; 2; 10; 0;  740;  949;  11; 1; 1;  29;  8;  21;   605;   590;  127; 0;  15;  2497; 1004
 20;Américo Brasiliense;   40504;  2;  3;0;0;  2; 0;  9; 0;   91;   32;   0; 0; 0;  14;  2;  12;    39;    38;    1; 0;   1;   274;   22
 21;Américo de Campos;    5969;  0;  0;0;0;  1; 0;  0; 0;   29;   12;   0; 0; 0;   3;  1;   2;     3;     3;    0; 0;   0;    77;    1
 22;Amparo;   72195;  4;  4;0;0;  1; 0;  9; 0;  236;   74;   5; 0; 0;  22;  8;  14;    84;    84;   22; 0;   0;   466;   58
 23;Analândia;    4995;  1;  1;0;0;  0; 0;  1; 0;   19;    4;   0; 0; 0;   0;  0;   0;     5;     4;    3; 0;   1;    57;    3
 24;Andradina;   57157;  5;  5;0;0;  6; 3; 16; 0;  231;  253;   3; 1; 1;  14;  5;   9;    57;    54;    2; 0;   3;   713;   20
 25;Angatuba;   25228;  1;  1;0;0;  9; 0;  1; 1;   47;   35;   0; 0; 0;   5;  2;   3;    17;    17;    1; 0;   0;   194;    7
 26;Anhembi;    6724;  0;  0;0;0;  0; 0;  0; 0;   18;    9;   0; 0; 0;   7;  0;   7;     4;     4;    0; 0;   0;    33;    0
 27;Anhumas;    4115;  0;  0;0;0;  0; 0;  2; 0;   15;    5;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    19;    0
 28;Aparecida;   36157;  5;  5;0;0;  7; 0;  9; 0;  145;   91;   5; 0; 0;   8;  2;   6;    80;    77;   12; 0;   3;   568;   24
 29;Aparecida d'Oeste;    4196;  0;  0;0;0;  2; 0;  0; 0;   28;   11;   1; 0; 0;   1;  0;   1;     1;     1;    0; 0;   0;    24;    1
 30;Apiaí;   24374;  1;  1;0;0;  3; 1;  3; 0;  111;   24;   1; 0; 0;  24;  6;  18;     9;     9;    0; 0;   0;   213;   10
 31;Araçariguama;   22364;  2;  2;0;0;  6; 0;  1; 0;   59;   13;   0; 0; 0;  14;  0;  14;    52;    21;    8; 0;  31;   203;   15
 32;Araçatuba;  197016; 23; 23;0;0; 17; 1; 34; 0;  737;  129;  18; 1; 1;  73; 17;  56;   308;   308;   31; 0;   0;  2245;  163
 33;Araçoiaba da Serra;   34146;  1;  1;0;0; 10; 0;  1; 0;  101;   32;   1; 0; 0;  18;  5;  13;    32;    32;    7; 0;   0;   287;   11
 34;Aramina;    5620;  1;  1;0;0;  1; 0;  0; 0;   22;    5;   2; 0; 0;   0;  0;   0;     7;     4;    1; 0;   3;    43;    1
 35;Arandu;    6357;  0;  0;0;0;  1; 0;  0; 0;   27;    6;   0; 0; 0;   2;  0;   2;     0;     0;    0; 0;   0;    21;    1
 36;Arapeí;    2469;  0;  0;0;0;  0; 0;  1; 0;   15;    0;   0; 0; 0;   0;  0;   0;     2;     2;    0; 0;   0;     9;    0
 37;Araraquara;  236072; 15; 15;0;0; 28; 3; 22; 0;  783;  295;  27; 1; 1;  84; 24;  60;   301;   290;   29; 0;  11;  2465;  287
 38;Araras;  134236;  7;  7;0;0;  8; 1; 12; 2;  606;  695;   0; 2; 2;  37; 15;  22;   205;   193;   43; 0;  12;  1198;  323
 39;Arco-Íris;    1791;  0;  0;0;0;  0; 0;  0; 0;    3;    2;   1; 0; 0;   1;  1;   0;     0;     0;    0; 0;   0;     3;    0
 40;Arealva;    8560;  2;  2;0;0;  2; 0;  2; 0;   37;   15;   0; 0; 0;   1;  1;   0;     4;     4;    1; 0;   0;   109;    8
 41;Areias;    3886;  0;  0;0;0;  0; 0;  0; 0;   21;    4;   0; 0; 0;   4;  1;   3;     0;     0;    1; 0;   0;    19;    2
 42;Areiópolis;   11129;  2;  3;0;0;  0; 0;  1; 0;   36;    3;   0; 0; 0;   6;  0;   6;     1;     1;    0; 0;   0;    38;    2
 43;Ariranha;    9668;  0;  0;0;0;  0; 0;  1; 0;   50;    9;   0; 0; 0;   6;  3;   3;     1;     1;    2; 0;   0;    40;    7
 44;Artur Nogueira;   54408;  1;  1;0;0;  7; 0;  1; 1;  155;  142;   6; 0; 0;   6;  0;   6;    84;    83;   22; 0;   1;   342;  100
 45;Arujá;   89824;  3;  3;0;0;  6; 0; 11; 0;  363;  108;   3; 0; 0;  44; 11;  33;   314;   297;   95; 0;  17;   644;  173
 46;Aspásia;    1822;  0;  0;0;0;  0; 0;  0; 0;    5;    3;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;     2;    2
 47;Assis;  104386;  6;  7;0;0;  9; 0;  6; 1;  443;  314;   2; 0; 0;  37;  8;  29;    75;    73;    6; 0;   2;   755;   95
 48;Atibaia;  142761;  2;  2;0;0; 21; 0; 13; 0;  514;  229;   0; 2; 2;  61; 16;  45;   363;   298;  153; 0;  65;  1355;  180
 49;Auriflama;   15189;  1;  1;0;0;  1; 0;  2; 0;   56;   31;   1; 0; 0;   4;  0;   4;    11;    11;    1; 0;   0;   114;    1
 50;Avaí;    5403;  0;  0;0;0;  1; 0;  0; 0;   24;    7;   0; 0; 0;   5;  0;   5;     5;     5;    0; 0;   0;    41;    1
 51;Avanhandava;   13649;  0;  0;0;0;  1; 0;  1; 0;   42;   13;   0; 0; 0;   3;  0;   3;     4;     4;    1; 0;   0;    61;    8
 52;Avaré;   90655;  2;  2;0;0; 17; 0;  3; 0;  424;  312;   8; 0; 0;  46; 12;  34;    28;    27;    6; 0;   1;   833;   34
 53;Bady Bassitt;   17502;  0;  0;0;0;  2; 0;  0; 0;   60;   16;   6; 0; 0;   7;  1;   6;    13;    12;    1; 0;   1;   185;   25
 54;Balbinos;    5735;  1;  1;0;0;  0; 0;  0; 0;   26;    0;   0; 0; 0;   1;  1;   0;     2;     2;    0; 0;   0;    14;    3
 55;Bálsamo;    9068;  0;  0;0;0;  1; 0;  0; 0;   42;   16;   0; 1; 1;   4;  0;   4;     4;     4;    0; 0;   0;    54;    2
 56;Bananal;   10945;  0;  0;0;0;  0; 0;  1; 0;   46;    2;   0; 0; 0;   2;  0;   2;     0;     0;    0; 0;   0;    54;    4
 57;Barão de Antonina;    3469;  0;  0;0;0;  0; 0;  0; 0;    5;    0;   0; 0; 0;   3;  2;   1;     0;     0;    0; 0;   0;     9;    0
 58;Barbosa;    7402;  0;  0;0;0;  2; 0;  0; 0;   35;   12;   0; 0; 0;   2;  0;   2;     0;     0;    0; 0;   0;    50;    1
 59;Bariri;   35264;  4;  4;0;0;  1; 0;  4; 0;  137;   33;   0; 2; 2;   9;  0;   9;    12;    12;    2; 0;   0;   330;   20
 60;Barra Bonita;   36126;  1;  1;0;0;  1; 0;  2; 0;   88;   70;   2; 0; 0;  11;  5;   6;    23;    22;    1; 0;   1;   268;   60
 61;Barra do Chapéu;    5724;  0;  0;0;0;  0; 0;  1; 0;   15;    2;   0; 0; 0;   3;  1;   2;     0;     0;    0; 0;   0;    17;    0
 62;Barra do Turvo;    7659;  3;  3;0;0;  6; 0;  2; 0;   34;    8;   0; 0; 0;   2;  1;   1;    32;    10;    2; 0;  22;   117;    0
 63;Barretos;  122098;  6;  7;0;0; 13; 0; 12; 0;  502;  469;  21; 1; 1;  36;  8;  28;   138;   131;   20; 0;   7;  1779;  178
 64;Barrinha;   32812;  0;  0;0;0;  3; 0;  2; 0;   89;   14;   1; 0; 0;  10;  1;   9;    34;    34;    0; 0;   0;   188;   15
 65;Barueri;  274182; 12; 12;0;0; 14; 0;  8; 2;  568;  617;  17; 0; 0;  95; 30;  65;   988;   907;  132; 0;  81;  2256;  433
 66;Bastos;   20953;  0;  0;0;0;  3; 0;  1; 0;   79;   62;   1; 1; 1;   6;  1;   5;    11;    11;    0; 0;   0;   131;    3
 67;Batatais;   62508;  6;  6;0;0;  3; 0;  2; 0;  123;  121;   4; 0; 0;  16;  2;  14;    41;    40;    6; 0;   1;   426;   73
 68;Bauru;  376818; 16; 16;0;0; 27; 0; 42; 3; 1708; 1439;  11; 0; 0; 120; 37;  83;   713;   710;   57; 0;   3;  4665;  459
 69;Bebedouro;   77496;  5;  5;0;0; 12; 1;  9; 0;  303;  304;   6; 0; 0;  21;  5;  16;    69;    67;   10; 0;   2;   670;   68
 70;Bento de Abreu;    2980;  0;  0;0;0;  1; 0;  0; 0;    5;    4;   0; 0; 0;   2;  1;   1;     0;     0;    0; 0;   0;    11;    0
 71;Bernardino de Campos;   11148;  0;  0;0;0;  4; 0;  2; 0;   69;   23;   0; 0; 0;   5;  1;   4;     4;     4;    0; 0;   0;   112;    3
 72;Bertioga;   63249;  7;  7;0;0; 12; 0;  6; 1;  305;   77;   0; 0; 0;  36;  8;  28;   315;   313;   29; 0;   2;   880;   69
 73;Bilac;    8034;  0;  0;0;0;  1; 0;  0; 0;   18;   11;   0; 0; 0;   1;  0;   1;     1;     1;    0; 0;   0;    38;    4
 74;Birigui;  123638;  5;  5;0;0;  7; 0; 13; 1;  385;  647;   9; 0; 0;  11;  5;   6;   195;   193;   16; 0;   2;   143;  136
 75;Biritiba Mirim;   32598;  0;  0;0;0;  2; 1;  3; 0;  131;   20;   1; 0; 0;  25;  6;  19;    21;    21;    2; 0;   0;   355;   19
 76;Boa Esperança do Sul;   14923;  1;  1;0;0;  5; 0;  0; 1;   71;    8;   2; 1; 1;  11;  2;   9;     5;     5;    0; 0;   0;   129;    4
 77;Bocaina;   12329;  0;  0;0;0;  3; 0;  3; 0;   40;    5;   0; 0; 0;  11;  2;   9;     6;     6;    3; 0;   0;    57;    1
 78;Bofete;   11730;  1;  1;0;0;  1; 0;  0; 0;   30;   25;   1; 0; 0;   6;  0;   6;     2;     2;    2; 0;   0;    67;    0
 79;Boituva;   60997;  2;  2;0;0;  3; 0;  2; 0;  195;  104;   1; 0; 0;  28;  8;  20;   112;   105;   32; 0;   7;   520;   89
 80;Bom Jesus dos Perdões;   25448;  0;  0;0;0;  1; 0;  2; 0;   59;   17;   4; 0; 0;   5;  2;   3;    21;    21;   10; 0;   0;   193;   26
 81;Bom Sucesso de Itararé;    3954;  0;  0;0;0;  0; 1;  1; 0;   11;    4;   0; 0; 0;   4;  1;   3;     0;     0;    0; 0;   0;     9;    0
 82;Borá;     837;  0;  0;0;0;  0; 0;  0; 0;    1;    0;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;     5;    1
 83;Boraceia;    4823;  0;  0;0;0;  0; 0;  0; 0;   18;    4;   0; 0; 0;   5;  1;   4;     5;     5;    0; 0;   0;    33;    2
 84;Borborema;   16046;  1;  1;0;0;  7; 0;  1; 0;   64;    8;   4; 0; 0;   6;  2;   4;    10;     8;    1; 0;   2;   112;    6
 85;Borebi;    2653;  0;  0;0;0;  1; 0;  0; 0;    9;    4;   0; 0; 0;   2;  0;   2;     0;     0;    1; 0;   0;    14;    0
 86;Botucatu;  146497;  7;  7;1;1;  9; 0;  9; 0;  471;  406;   7; 0; 0;  79; 21;  58;    36;    34;    2; 1;   1;   104;   34
 87;Bragança Paulista;  168668;  6;  6;0;0; 20; 0; 16; 2;  569;  378;  12; 0; 0;  32; 10;  22;   231;   227;   53; 0;   4;  1468;  233
 88;Braúna;    5686;  0;  0;0;0;  0; 0;  1; 0;   28;    6;   0; 0; 0;   0;  0;   0;     4;     4;    1; 0;   0;    21;    2
 89;Brejo Alegre;    2865;  1;  1;0;0;  0; 0;  1; 0;   13;    2;   1; 0; 0;   1;  1;   0;     2;     2;    0; 0;   0;    36;    2
 90;Brodowski;   24939;  0;  0;0;0;  3; 0;  3; 0;   84;   25;   0; 0; 0;  12;  4;   8;    29;    29;    6; 0;   0;   251;   17
 91;Brotas;   24403;  1;  1;0;0;  6; 0;  2; 0;   58;   36;   0; 0; 0;   4;  2;   2;    17;    12;    3; 0;   5;   205;   13
 92;Buri;   19878;  2;  2;0;0;  0; 0;  1; 0;   97;   12;   0; 0; 0;  17;  2;  15;    16;    15;    2; 0;   1;   160;    4
 93;Buritama;   17144;  0;  0;0;0;  5; 0;  0; 0;   93;   48;   1; 0; 0;   6;  1;   5;    13;    13;    0; 0;   0;   207;    7
 94;Buritizal;    4481;  0;  0;0;0;  1; 0;  0; 0;   17;    3;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    30;    5
 95;Cabrália Paulista;    4264;  0;  0;0;0;  0; 0;  1; 0;   16;    2;   0; 0; 0;   6;  0;   6;     3;     3;    0; 0;   0;    40;    2
 96;Cabreúva;   49707;  4;  5;0;0;  2; 0;  4; 0;  157;   73;   3; 1; 1;  20;  3;  17;    59;    52;    8; 0;   7;   236;   36
 97;Caçapava;   94263; 12; 12;0;0; 20; 0; 13; 0;  257;   74;   0; 0; 0;  17;  5;  12;   364;   347;  148; 0;  17;   842;  198
 98;Cachoeira Paulista;   33327;  6;  6;0;0;  5; 0;  7; 0;  114;   40;   0; 0; 0;  14;  5;   9;    50;    49;   13; 0;   1;   261;   23
 99;Caconde;   18985;  0;  0;0;0;  2; 0;  1; 0;   58;   15;   0; 0; 0;   8;  2;   6;    11;    11;    3; 0;   0;   101;   11
100;Cafelândia;   17767;  2;  2;0;0;  3; 0;  2; 0;   42;   21;   2; 0; 0;   7;  1;   6;    13;    13;    1; 0;   0;   113;    7
101;Caiabu;    4191;  0;  0;0;0;  1; 0;  0; 0;   23;    4;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    13;    1
102;Caieiras;  101470;  2;  3;0;0;  8; 0;  4; 0;  312;   90;  11; 0; 0;  27;  6;  21;   161;   157;   59; 0;   4;   377;   67
103;Caiuá;    5874;  2;  2;0;0;  0; 0;  0; 0;   12;    1;   1; 0; 0;   2;  0;   2;     1;     1;    0; 0;   0;    27;    0
104;Cajamar;   76801; 14; 15;0;0; 10; 1;  9; 0;  255;  119;   0; 0; 0;  26;  6;  20;   190;   175;   60; 0;  15;   395;   80
105;Cajati;   28549;  3;  3;0;0;  8; 0;  4; 0;   97;   38;   0; 0; 0;  14;  5;   9;    80;    66;    4; 0;  14;   358;   13
106;Cajobi;   10542;  0;  0;0;0;  0; 0;  0; 0;   41;   16;   0; 0; 0;   2;  1;   1;     2;     2;    0; 0;   0;    80;    3
107;Cajuru;   26167;  2;  2;0;0;  2; 0;  5; 0;  123;   38;   0; 0; 0;   7;  2;   5;    35;    31;    4; 0;   4;   259;   13
108;Campina do Monte Alegre;    6024;  0;  0;0;0;  1; 0;  1; 0;   25;    3;   0; 0; 0;   1;  0;   1;     4;     4;    0; 0;   0;    59;    1
109;Campinas; 1204073;136;139;0;0; 87; 2; 71; 3; 3108; 2145;  64; 3; 4; 197; 50; 147;  6569;  6371; 2333; 0; 198; 15473; 3706
110;Campo Limpo Paulista;   84650;  3;  3;0;0; 11; 1;  7; 0;  244;  159;   5; 1; 1;  19;  4;  15;   270;   266;  119; 0;   4;   563;  140
111;Campos do Jordão;   52088;  2;  2;0;0;  4; 1;  2; 0;  207;   66;  23; 0; 0;  25;  4;  21;    47;    47;    0; 0;   0;   381;   24
112;Campos Novos Paulista;    4965;  0;  0;0;0;  0; 0;  0; 0;   10;    2;   0; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    41;    2
113;Cananeia;   12540;  2;  2;0;0;  0; 1;  4; 0;  102;    7;   0; 0; 0;   7;  1;   6;     5;     5;    0; 0;   0;   127;    1
114;Canas;    5138;  2;  2;0;0;  2; 0;  2; 0;    9;    8;   0; 0; 0;   4;  1;   3;    11;    11;    0; 0;   0;    43;    1
115;Cândido Mota;   31280;  2;  2;0;0;  2; 1;  1; 0;   85;   49;   1; 0; 0;   7;  2;   5;    31;    31;    2; 0;   0;   375;   18
116;Cândido Rodrigues;    2793;  0;  0;0;0;  1; 0;  0; 0;   14;    0;   0; 0; 0;   1;  0;   1;     2;     2;    2; 0;   0;    35;    0
117;Canitar;    5216;  1;  1;0;0;  1; 0;  0; 0;   27;    8;   0; 0; 0;   1;  0;   1;     1;     1;    1; 0;   0;    51;    4
118;Capão Bonito;   47138;  4;  4;0;0; 16; 0;  3; 1;  183;  127;   1; 0; 0;  20;  5;  15;    61;    61;    5; 0;   0;   427;   16
119;Capela do Alto;   20706;  1;  1;0;0;  3; 0;  3; 0;   62;    9;   0; 0; 0;  10;  5;   5;     6;     6;    1; 0;   0;   181;    3
120;Capivari;   55768;  0;  0;0;0;  5; 0;  1; 0;  202;  135;  15; 0; 0;   8;  2;   6;    47;    45;   13; 0;   2;   280;   68
121;Caraguatatuba;  121532; 25; 26;0;0;  6; 1; 27; 0;  592;  310;   5; 2; 3;  78; 15;  63;   458;   457;   22; 0;   1;  1696;  127
122;Carapicuíba;  400927; 29; 31;0;0; 12; 4; 30; 2;  794;  410;  14; 1; 1; 114; 20;  94;  3301;  3251;  495; 0;  50;   225;  914
123;Cardoso;   12326;  1;  1;0;0;  1; 0;  1; 0;   47;   23;   4; 0; 0;   4;  0;   4;     2;     2;    2; 0;   0;   148;    6
124;Casa Branca;   30380;  2;  2;0;0;  6; 0;  7; 1;  163;   41;   0; 0; 0;   4;  2;   2;    14;    13;    9; 0;   1;   257;   16
125;Cássia dos Coqueiros;    2523;  0;  0;0;0;  0; 0;  1; 0;   15;    2;   0; 0; 0;   2;  0;   2;     1;     0;    0; 0;   1;    16;    1
126;Castilho;   21006;  0;  0;0;0;  0; 0;  7; 1;   64;   35;   1; 0; 0;   3;  0;   3;     5;     5;    1; 0;   0;   196;    7
127;Catanduva;  121862;  3;  3;0;0; 16; 0;  7; 0;  533;  698;  13; 2; 2;  39;  7;  32;    86;    85;    9; 1;   0;   986;  118
128;Catiguá;    7804;  0;  0;0;0;  4; 0;  1; 0;   32;   24;   3; 0; 0;   4;  2;   2;     1;     1;    0; 0;   0;    47;    1
129;Cedral;    9237;  0;  0;0;0;  3; 0;  0; 0;   45;   16;   1; 0; 0;   2;  0;   2;     2;     2;    0; 0;   0;   102;    7
130;Cerqueira César;   19985;  2;  2;0;0;  4; 0;  2; 0;  121;   15;   0; 0; 0;   8;  1;   7;     7;     6;    1; 0;   1;   102;    5
131;Cerquilho;   48949;  1;  1;0;0;  2; 0;  0; 0;  138;   90;   0; 0; 0;  14;  3;  11;    46;    46;   15; 0;   0;   251;   59
132;Cesário Lange;   18148;  1;  1;0;0;  2; 0;  1; 0;   72;   24;   4; 1; 1;   4;  0;   4;     9;     7;    2; 0;   2;   118;    3
133;Charqueada;   17190;  0;  0;0;0;  2; 1;  1; 0;   47;    4;   0; 0; 0;   2;  1;   1;    12;    12;    4; 0;   0;   110;    4
134;Chavantes;   12418;  1;  1;0;0;  1; 0;  1; 0;   51;   14;   0; 0; 0;  10;  4;   6;     5;     4;    0; 0;   1;   196;    7
135;Clementina;    8617;  0;  0;0;0;  4; 0;  2; 0;   32;    9;   1; 0; 0;   3;  0;   3;     1;     0;    0; 0;   1;    49;    4
136;Colina;   18468;  2;  2;0;0;  6; 0;  3; 0;   47;   21;   0; 0; 0;   1;  1;   0;     9;     9;    1; 0;   0;   229;   13
137;Colômbia;    6210;  0;  0;0;0;  0; 0;  0; 0;   17;    4;   0; 0; 0;   4;  2;   2;     7;     6;    7; 0;   1;    50;    9
138;Conchal;   28050;  2;  2;0;0;  2; 0;  7; 0;  109;   65;   0; 0; 0;   7;  2;   5;    49;    48;   18; 0;   1;   244;   40
139;Conchas;   17896;  0;  0;0;0;  3; 0;  1; 0;   55;   30;   1; 0; 0;   7;  2;   5;     3;     3;    0; 0;   0;    98;    9
140;Cordeirópolis;   24528;  1;  1;0;0;  5; 1;  1; 0;  102;   95;   1; 0; 0;   8;  1;   7;    43;    36;   21; 0;   7;   220;   20
141;Coroados;    6058;  2;  2;0;0;  1; 0;  0; 0;   23;   11;   1; 0; 0;   3;  1;   2;     1;     1;    1; 0;   0;    57;    3
142;Coronel Macedo;    4681;  0;  0;0;0;  3; 0;  0; 0;   21;    1;   1; 0; 0;   2;  0;   2;     0;     0;    0; 0;   0;    13;    0
143;Corumbataí;    4055;  3;  3;0;0;  0; 0;  1; 0;   21;    8;   0; 0; 0;   1;  0;   1;    10;     8;    1; 0;   2;    34;    1
144;Cosmópolis;   72252;  7;  8;0;0;  4; 1;  4; 0;  267;  143;   4; 0; 0;  15;  7;   8;   149;   140;   52; 0;   9;   584;  102
145;Cosmorama;    7307;  2;  2;0;0;  2; 0;  0; 0;   41;   17;   4; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;   105;    5
146;Cotia;  249210; 14; 14;0;0; 14; 1; 19; 3;  596;  578;  13; 3; 3;  58; 13;  45;  1265;  1187;  390; 0;  78;  1793;  342
147;Cravinhos;   35292;  1;  1;0;0;  2; 0;  3; 0;  120;   65;   0; 0; 0;  10;  0;  10;    34;    28;    9; 0;   6;   234;   22
148;Cristais Paulista;    8631;  0;  0;0;0;  1; 0;  0; 0;   21;   12;   1; 0; 0;   1;  0;   1;     4;     4;    2; 0;   0;   118;    4
149;Cruzália;    2073;  0;  0;0;0;  0; 0;  0; 0;    4;    2;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    10;    0
150;Cruzeiro;   82238; 26; 28;0;0;  5; 2; 20; 1;  281;  112;   1; 1; 1;  31;  6;  25;   135;   134;   16; 0;   1;   731;   99
151;Cubatão;  130705;  3;  3;0;0; 17; 0; 23; 0;  254;  145;   9; 0; 0;  33; 10;  23;   618;   548;  208; 0;  70;  1204;   89
152;Cunha;   21547;  3;  3;0;0;  5; 0;  2; 0;   31;   10;   0; 2; 2;   6;  3;   3;    21;    21;    1; 0;   0;   127;   11
153;Descalvado;   33718;  2;  2;1;1;  5; 0;  2; 0;  103;   16;   0; 0; 0;   8;  1;   7;    20;    20;    4; 0;   0;   254;   14
154;Diadema;  423884; 23; 23;0;0; 19; 2; 26; 0; 1035;  610;   7; 8; 9;  78; 20;  58;  5994;  5901; 1799; 1;  92;  3688;  877
155;Dirce Reis;    1793;  0;  0;0;0;  0; 0;  0; 0;    0;    1;   0; 0; 0;   3;  1;   2;     0;     0;    0; 0;   0;     4;    1
156;Divinolândia;   11146;  0;  0;0;0;  0; 0;  0; 0;   37;   13;   1; 0; 0;   3;  1;   2;     1;     1;    0; 0;   0;    49;    3
157;Dobrada;    8929;  1;  1;0;0;  4; 0;  0; 0;   14;    1;   0; 0; 0;   2;  0;   2;     8;     8;    3; 0;   0;    14;    1
158;Dois Córregos;   27315;  5;  5;0;0;  0; 1;  3; 0;  118;   27;   6; 0; 0;   8;  1;   7;    17;    17;    2; 0;   0;   274;   11
