municipio_cod;municipio;pop_19;homicidio_doloso_2;nº_de_vitimas_em_homicidio_doloso_3;homicidio_doloso_por_acidente_de_transito;nº_de_vitimas_em_homicidio_doloso_por_acidente_de_transito;homicidio_culposo_por_acidente_de_transito;homicidio_culposo_outros;tentativa_de_homicidio;lesao_corporal_seguida_de_morte;lesao_corporal_dolosa;lesao_corporal_culposa_por_acidente_de_transito;lesao_corporal_culposa_outras;latrocinio;nº_de_vitimas_em_latrocinio;total_de_estupro_4;estupro;estupro_de_vulneravel;total_de_roubo_outros_1;roubo_outros;roubo_de_veiculo;roubo_a_banco;roubo_de_carga;furto_outros;furto_de_veiculo
159;Dolcinópolis;    2115;  0;  0;0;0;  0; 0;  2; 0;    7;    1;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    11;    0
160;Dourado;    8873;  1;  1;0;0;  1; 0;  1; 0;   35;    4;   0; 0; 0;   1;  0;   1;     4;     4;    0; 0;   0;    50;    3
161;Dracena;   46793;  2;  2;0;0;  8; 0;  1; 0;  252;  305;   2; 0; 0;   4;  0;   4;     9;     9;    0; 0;   0;   459;   13
162;Duartina;   12445;  1;  1;0;0;  0; 0;  2; 0;   28;   25;   0; 0; 0;   6;  1;   5;     6;     6;    1; 0;   0;    92;    9
163;Dumont;    9868;  1;  1;0;0;  3; 0;  0; 0;   30;    8;   0; 0; 0;   4;  1;   3;     3;     3;    2; 0;   0;    43;    3
164;Echaporã;    6102;  0;  0;0;0;  2; 0;  0; 0;   24;    5;   1; 0; 0;   4;  1;   3;     0;     0;    1; 0;   0;    19;    0
165;Eldorado;   15494;  0;  0;0;0;  1; 0;  3; 0;   61;   11;   0; 0; 0;   6;  4;   2;     4;     4;    2; 0;   0;    71;    4
166;Elias Fausto;   17772;  0;  0;0;0;  0; 0;  3; 0;   58;   26;   0; 0; 0;   4;  0;   4;    19;    14;    5; 0;   5;    93;   30
167;Elisiário;    3651;  0;  0;0;0;  1; 0;  0; 0;   11;    6;   0; 1; 1;   1;  0;   1;     2;     2;    0; 0;   0;    10;    1
168;Embaúba;    2452;  0;  0;0;0;  0; 0;  0; 0;    7;    4;   0; 0; 0;   2;  0;   2;     1;     1;    0; 0;   0;     8;    0
169;Embu das Artes;  273726; 21; 23;0;0; 17; 2; 28; 0;  671;  231;  11; 0; 0;  87; 20;  67;  1592;  1531;  206; 0;  61;    11;  192
170;Embu-Guaçu;   69385;  5;  5;0;0;  9; 1;  6; 0;  220;   61;   3; 0; 0;  25;  7;  18;   255;   246;   53; 1;   8;   385;   62
171;Emilianópolis;    3214;  0;  0;0;0;  0; 0;  0; 0;   10;    5;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    11;    0
172;Engenheiro Coelho;   20773;  0;  0;0;0;  1; 0;  2; 0;   81;   28;   0; 0; 0;   2;  0;   2;    20;    14;    6; 0;   6;   127;   13
173;Espírito Santo do Pinhal;   44330;  0;  0;0;0;  4; 0;  1; 0;  187;  113;   0; 0; 0;   3;  0;   3;    24;    24;    8; 0;   0;   377;   28
174;Espírito Santo do Turvo;    4829;  1;  1;0;0;  1; 0;  0; 0;   26;    3;   0; 0; 0;   1;  0;   1;     2;     2;    0; 0;   0;    48;    0
175;Estiva Gerbi;   11304;  0;  0;0;0;  0; 0;  0; 0;   58;   17;   1; 0; 0;   4;  0;   4;    13;    13;    4; 0;   0;    91;    9
176;Estrela do Norte;    2766;  1;  1;0;0;  0; 0;  0; 0;   18;    1;   0; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    22;    0
177;Estrela d'Oeste;    8419;  0;  0;0;0;  2; 0;  1; 0;   21;   12;   0; 0; 0;   5;  0;   5;     2;     1;    0; 0;   1;    55;    2
178;Euclides da Cunha Paulista;    9371;  0;  0;0;0;  0; 0;  0; 0;   26;    5;   0; 0; 0;   3;  1;   2;     1;     1;    0; 0;   0;    55;    1
179;Fartura;   16036;  3;  3;0;0;  3; 0;  1; 0;   97;   22;   1; 0; 0;  17;  4;  13;     8;     8;    3; 0;   0;   189;    9
180;Fernando Prestes;    5783;  0;  0;0;0;  0; 0;  1; 0;   28;    9;   5; 0; 0;   1;  0;   1;     4;     3;    1; 0;   1;    56;    2
181;Fernandópolis;   69116;  2;  2;1;1;  8; 1;  5; 0;  295;  440;  12; 0; 0;  24; 10;  14;    22;    20;    0; 0;   2;   538;   30
182;Fernão;    1716;  0;  0;0;0;  0; 0;  0; 0;   10;    3;   1; 0; 0;   1;  0;   1;     2;     2;    0; 0;   0;    20;    0
183;Ferraz de Vasconcelos;  194276; 15; 15;0;0;  0; 0;  8; 0;  410;   69;  25; 3; 3;  53; 15;  38;  1672;  1647;  469; 0;  25;   126;  375
184;Flora Rica;    1464;  0;  0;0;0;  0; 0;  0; 0;    9;    2;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    11;    0
185;Floreal;    2917;  0;  0;0;0;  1; 0;  1; 0;    7;    6;   0; 0; 0;   0;  0;   0;     0;     0;    1; 0;   0;    23;    1
186;Flórida Paulista;   14640;  0;  0;0;0;  1; 0;  0; 0;   58;   16;   2; 0; 0;   8;  0;   8;     0;     0;    0; 0;   0;    28;    0
187;Florínea;    2676;  2;  2;0;0;  1; 0;  0; 0;   31;    0;   0; 0; 0;   1;  0;   1;     1;     1;    0; 0;   0;    35;    0
188;Franca;  353187; 16; 16;0;0; 27; 2;  8; 2;  946;  879;  43; 0; 0;  64; 25;  39;   447;   442;   33; 0;   5;  4624;  526
189;Francisco Morato;  175844; 15; 15;0;0;  3; 0;  9; 0;  232;   99;   7; 1; 1;  27; 10;  17;   798;   789;   78; 0;   9;   105;   89
190;Franco da Rocha;  154489; 12; 12;0;0;  8; 0; 10; 0;  581;  145;   0; 1; 1;  64; 14;  50;   575;   569;   94; 0;   6;   684;  110
191;Gabriel Monteiro;    2776;  0;  0;0;0;  1; 0;  1; 0;    6;    2;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    12;    0
192;Gália;    6548;  0;  0;0;0;  2; 0;  1; 0;   52;    6;   1; 0; 0;   5;  0;   5;    11;    11;    0; 0;   0;    93;    2
193;Garça;   44390;  2;  2;0;0;  1; 0;  5; 0;  186;  128;   2; 1; 1;  12;  3;   9;    42;    41;    4; 0;   1;   631;   21
194;Gastão Vidigal;    4808;  1;  1;0;0;  0; 0;  0; 0;    6;    3;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    21;    0
195;Gavião Peixoto;    4789;  1;  1;0;0;  1; 0;  1; 0;   13;    1;   1; 0; 0;   4;  0;   4;     3;     3;    0; 0;   0;    21;    7
196;General Salgado;   10869;  0;  0;0;0;  3; 0;  0; 0;   37;    9;   0; 0; 0;   2;  0;   2;     0;     0;    0; 0;   0;    82;    5
197;Getulina;   11409;  1;  1;0;0;  0; 0;  1; 0;   49;    2;   0; 0; 0;   3;  1;   2;     3;     3;    0; 0;   0;    96;    2
198;Glicério;    4815;  1;  1;0;0;  0; 0;  0; 0;   10;    6;   0; 0; 0;   0;  0;   0;     3;     3;    0; 0;   0;    48;    3
199;Guaiçara;   12168;  0;  0;0;0;  0; 0;  0; 0;   55;   19;   0; 0; 0;   6;  2;   4;    14;    14;    0; 0;   0;   165;    8
200;Guaimbê;    5765;  1;  1;0;0;  3; 0;  1; 0;   26;    4;   0; 0; 0;   1;  1;   0;     2;     1;    0; 0;   1;    46;    4
201;Guaíra;   40790;  1;  1;0;0;  2; 1;  2; 0;  216;   87;   3; 0; 0;  18;  5;  13;    32;    31;   14; 0;   1;   453;   42
202;Guapiaçu;   21454;  2;  3;0;0;  3; 0;  1; 0;   78;   18;   1; 0; 0;   6;  1;   5;    12;    12;    2; 0;   0;   127;   13
203;Guapiara;   17157;  2;  2;0;0;  2; 0;  1; 0;   72;   27;   1; 0; 0;   9;  1;   8;     7;     7;    1; 0;   0;    95;    5
204;Guará;   21220;  2;  2;0;0;  3; 0;  0; 0;   79;   15;   0; 0; 0;   6;  1;   5;    45;    41;    2; 0;   4;   385;    8
205;Guaraçaí;    8323;  0;  0;0;0;  0; 0;  1; 0;   31;    8;   0; 0; 0;   5;  0;   5;     0;     0;    0; 0;   0;    35;    1
206;Guaraci;   11188;  0;  0;0;0;  0; 0;  0; 0;   61;   22;   0; 0; 0;   2;  0;   2;     4;     4;    1; 0;   0;   100;    5
207;Guarani d'Oeste;    2000;  0;  0;0;0;  0; 0;  0; 0;    9;    2;   0; 0; 0;   2;  0;   2;     1;     1;    0; 0;   0;     8;    0
208;Guarantã;    6664;  0;  0;0;0;  1; 0;  1; 0;   33;   11;   0; 0; 0;   0;  0;   0;     6;     5;    0; 0;   1;    62;    1
209;Guararapes;   32939;  7;  7;0;0;  1; 0;  5; 0;   99;  102;   5; 0; 0;  13;  6;   7;    28;    27;    1; 0;   1;   212;    5
210;Guararema;   29798;  3;  3;0;0;  4; 0;  3; 0;   98;   20;   1; 0; 0;  13;  3;  10;    48;    40;   51; 0;   8;   264;   12
211;Guaratinguetá;  121798; 18; 18;0;0; 15; 1; 36; 0;  253;  258;  11; 0; 0;  29;  6;  23;   251;   250;   24; 0;   1;   963;   64
212;Guareí;   18520;  0;  0;0;0;  3; 0;  4; 0;   35;    6;   0; 0; 0;   5;  1;   4;     4;     4;    0; 0;   0;    58;    3
213;Guariba;   40105;  3;  3;0;0;  2; 0;  2; 0;   81;   11;   0; 1; 1;  15;  5;  10;    68;    68;   47; 0;   0;   262;   29
214;Guarujá;  320459; 10; 10;0;0; 21; 3; 31; 0;  882;  463;  10; 0; 0;  96; 23;  73;  2502;  2469;  101; 0;  33;  3131;  298
215;Guarulhos; 1379182; 67; 68;1;1; 77; 5; 85; 3; 2752;  126;  90; 3; 4; 330; 95; 235;  6342;  6095; 1699; 0; 247; 11486; 2501
216;Guatapará;    7656;  1;  1;0;0;  2; 0;  4; 0;   51;    4;   1; 0; 0;   6;  2;   4;     4;     4;    2; 0;   0;    62;    1
217;Guzolândia;    5267;  0;  0;0;0;  2; 0;  0; 0;   28;    6;   1; 0; 0;   2;  0;   2;     2;     2;    0; 0;   0;    49;    1
218;Herculândia;    9526;  1;  1;0;0;  1; 0;  0; 0;   26;   11;   0; 0; 0;   4;  2;   2;     1;     1;    0; 0;   0;    45;    6
219;Holambra;   14930;  0;  0;0;0;  2; 1;  2; 0;   36;   44;   1; 0; 0;   2;  0;   2;     3;     3;    4; 0;   0;    88;    8
220;Hortolândia;  230851; 13; 14;0;0; 16; 0; 18; 0;  624;  435;  10; 3; 3;  74; 10;  64;  1128;  1091;  397; 1;  36;  1542;  473
221;Iacanga;   11710;  0;  0;0;0;  4; 0;  6; 0;   62;    9;   5; 0; 0;  10;  3;   7;     4;     4;    0; 0;   0;    84;    5
222;Iacri;    6321;  0;  0;0;0;  2; 0;  3; 0;   26;   14;   1; 0; 0;   6;  0;   6;     3;     0;    0; 0;   3;    26;    1
223;Iaras;    9240;  1;  1;0;0;  0; 0;  2; 0;   30;    2;   2; 0; 0;   6;  1;   5;     4;     4;    0; 0;   0;    26;    1
224;Ibaté;   35104;  4;  4;0;0;  1; 0;  2; 0;   93;   19;   0; 0; 0;   4;  2;   2;    36;    36;    2; 0;   0;   277;   14
225;Ibirá;   12393;  1;  1;0;0;  1; 0;  0; 0;   51;   14;   4; 0; 0;   3;  0;   3;     3;     3;    0; 0;   0;   121;    3
226;Ibirarema;    7753;  0;  0;0;0;  1; 0;  1; 0;   14;    3;   0; 0; 0;   4;  2;   2;     1;     1;    0; 0;   0;    36;    2
227;Ibitinga;   60033;  3;  3;0;0; 11; 0;  4; 0;  371;   96;   8; 0; 0;  16;  8;   8;    49;    49;    8; 0;   0;   708;   48
228;Ibiúna;   78878;  6;  6;0;0; 10; 0;  6; 0;  303;  132;   7; 0; 0;  46; 20;  26;   149;   145;   63; 0;   4;   521;   93
229;Icém;    8243;  0;  0;0;0;  2; 0;  0; 0;   25;    8;   0; 0; 0;   3;  0;   3;     1;     1;    0; 0;   0;    19;    2
230;Iepê;    8159;  0;  0;0;0;  1; 0;  0; 0;   29;    1;   0; 0; 0;   2;  0;   2;     0;     0;    1; 0;   0;    82;    1
231;Igaraçu do Tietê;   24674;  0;  0;0;0;  1; 0;  2; 0;   83;   27;   0; 0; 0;   4;  0;   4;    17;    17;    1; 0;   0;   181;   19
232;Igarapava;   30432;  5;  5;0;0;  0; 0;  2; 0;   86;   16;   1; 0; 0;  12;  6;   6;    22;    21;    2; 0;   1;   230;    7
233;Igaratá;    9534;  1;  1;0;0;  6; 0;  0; 0;   42;    5;   0; 0; 0;   5;  2;   3;    28;    21;    5; 0;   7;    89;    9
234;Iguape;   30857;  1;  1;0;0;  5; 0;  6; 0;  141;   39;   0; 0; 0;  12;  2;  10;    36;    36;    2; 0;   0;   499;   10
235;Ilha Comprida;   11166;  1;  1;0;0;  1; 0;  0; 0;  104;   41;   0; 2; 2;   9;  3;   6;    43;    43;    4; 0;   0;   653;   14
236;Ilha Solteira;   26686;  0;  0;0;0;  3; 1;  2; 0;  109;   84;  10; 0; 0;   9;  1;   8;    12;    12;    1; 0;   0;   236;    7
237;Ilhabela;   34970;  2;  2;0;0;  0; 1;  8; 0;  379;    4;   2; 0; 0;  11;  5;   6;    24;    24;    0; 0;   0;   530;   18
238;Indaiatuba;  251627;  9;  9;0;0; 17; 1; 12; 0;  663;  477;   0; 1; 1;  81; 20;  61;   452;   452;   31; 0;   0;  2072;  182
239;Indiana;    4885;  0;  0;0;0;  1; 0;  0; 0;   28;   14;   0; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    32;    0
240;Indiaporã;    3897;  1;  1;0;0;  1; 0;  0; 0;   19;    7;   0; 0; 0;   1;  1;   0;     0;     0;    0; 0;   0;    17;    0
241;Inúbia Paulista;    3991;  0;  0;0;0;  1; 0;  0; 0;    1;    3;   1; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;     5;    0
242;Ipaussu;   14971;  0;  0;0;0;  1; 0;  0; 0;   72;   20;   0; 0; 0;   1;  1;   0;     2;     2;    0; 0;   0;    93;    6
243;Iperó;   37133;  4;  4;0;0;  2; 0;  3; 0;  114;   27;   0; 0; 0;  11;  0;  11;    32;    32;    3; 0;   0;   198;   25
244;Ipeúna;    7546;  2;  2;0;0;  1; 0;  1; 0;   29;    5;   2; 0; 0;   6;  1;   5;    22;    22;    4; 0;   0;    81;    4
245;Ipiguá;    5392;  0;  0;0;0;  0; 0;  1; 0;   24;    7;   0; 0; 0;   3;  0;   3;     0;     0;    0; 0;   0;    62;    3
246;Iporanga;    4218;  0;  0;0;0;  0; 0;  1; 0;   15;    2;   0; 0; 0;   2;  0;   2;     3;     2;    0; 0;   1;    42;    3
247;Ipuã;   16409;  3;  3;0;0;  0; 1;  0; 0;   45;    9;   2; 1; 1;  11;  2;   9;    11;    11;    0; 0;   0;   113;    5
248;Iracemápolis;   24235;  0;  0;0;0;  0; 0;  0; 0;   79;   34;   0; 0; 0;   1;  0;   1;    21;    20;   13; 0;   1;   150;   60
249;Irapuã;    7993;  0;  0;0;0;  2; 0;  1; 1;   33;   10;   0; 0; 0;   0;  0;   0;     3;     3;    0; 0;   0;    59;    1
250;Irapuru;    8294;  0;  0;0;0;  0; 0;  0; 0;   47;    8;   0; 0; 0;   2;  0;   2;     1;     1;    0; 0;   0;    41;    1
251;Itaberá;   17556;  0;  0;0;0;  2; 0;  1; 0;   55;   13;   0; 0; 0;   8;  3;   5;     3;     3;    0; 0;   0;    72;    1
252;Itaí;   27125;  4;  4;0;0;  5; 1;  2; 0;   54;   28;   2; 0; 0;   9;  0;   9;    17;    17;    1; 0;   0;   167;    8
253;Itajobi;   15262;  1;  1;0;0;  5; 0;  0; 1;   54;   18;   0; 0; 0;   7;  2;   5;     6;     6;    0; 0;   0;    99;   11
254;Itaju;    3835;  0;  0;0;0;  1; 0;  0; 0;    8;    2;   0; 0; 0;   2;  0;   2;     1;     1;    0; 0;   0;    16;    2
255;Itanhaém;  101816; 14; 14;0;0; 19; 2; 28; 0;  458;  171;  13; 2; 2;  57; 16;  41;   792;   775;  118; 0;  17;   261;  198
256;Itaoca;    3328;  1;  1;0;0;  0; 0;  0; 0;    9;    2;   0; 0; 0;   7;  2;   5;     0;     0;    0; 0;   0;    14;    1
257;Itapecerica da Serra;  175693; 15; 15;1;1;  9; 0;  8; 4;  375;  200;   2; 0; 0;  36;  9;  27;    11;  1014;  246; 0;  86;  1018;  168
258;Itapetininga;  163901; 10; 10;0;0; 21; 0; 19; 0;  620;  389;   7; 1; 1;  83; 23;  60;   184;   184;   17; 0;   0;  1554;  137
259;Itapeva;   94354;  2;  2;0;0; 14; 0;  2; 0;  313;  104;   8; 0; 0;  38;  8;  30;    63;    63;    2; 0;   0;   590;   49
260;Itapevi;  237700; 28; 31;0;0;  3; 0; 17; 0;  439;  325;   5; 0; 0;  90; 16;  74;   953;   907;  148; 0;  46;  1333;  276
261;Itapira;   74773;  3;  3;0;0;  6; 0;  4; 0;  232;  229;   5; 1; 1;  20;  6;  14;   102;   102;   45; 0;   0;   546;  149
262;Itapirapuã Paulista;    4241;  0;  0;0;0;  0; 0;  2; 0;   12;    1;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;     9;    1
263;Itápolis;   43120;  3;  3;0;0;  4; 0;  2; 0;  154;   89;   1; 0; 0;  12;  2;  10;    27;    27;    4; 0;   0;   364;   30
264;Itaporanga;   15149;  2;  2;0;0;  0; 0;  0; 0;   37;    2;   2; 0; 0;   8;  4;   4;     2;     2;    0; 0;   0;    49;    8
265;Itapuí;   13992;  1;  1;0;0;  3; 0;  0; 0;   73;   12;   3; 1; 1;   3;  1;   2;    15;    15;    0; 0;   0;   153;    5
266;Itapura;    4906;  0;  0;0;0;  2; 0;  4; 0;   26;    6;   0; 0; 0;   1;  0;   1;     0;     0;    1; 0;   0;    44;    1
267;Itaquaquecetuba;  370821; 19; 24;0;0; 18; 0; 19; 0;  827;  182;   2; 4; 4; 133; 27; 106;  2948;  2821;  783; 0; 127;  2541;  700
268;Itararé;   50503;  2;  2;0;0;  2; 0;  1; 0;  224;   94;   0; 0; 0;  23;  3;  20;    28;    28;    4; 0;   0;   298;   11
269;Itariri;   17436;  3;  3;0;0;  2; 0;  5; 0;   70;   12;   0; 0; 0;   5;  0;   5;    19;    19;    2; 0;   0;   156;    2
270;Itatiba;  120858;  4;  4;0;0; 14; 0; 14; 0;  280;  289;   4; 0; 0;  21;  7;  14;   253;   240;   67; 0;  13;   828;   96
271;Itatinga;   20697;  0;  0;0;0;  4; 0;  4; 0;   72;   52;   3; 0; 0;   9;  0;   9;     8;     4;    0; 0;   4;    88;    3
272;Itirapina;   18157;  0;  0;0;0;  4; 0;  1; 0;   61;   15;   4; 0; 0;   2;  1;   1;    18;    13;    2; 0;   5;   144;    3
273;Itirapuã;    6499;  0;  0;0;0;  2; 0;  0; 0;   30;    0;   0; 0; 0;   1;  0;   1;     4;     4;    2; 0;   0;    79;    4
274;Itobi;    7841;  0;  0;0;0;  0; 0;  1; 0;   46;    5;   0; 0; 0;  13;  2;  11;     1;     1;    0; 0;   0;    54;    4
275;Itu;  173939;  8;  8;0;0; 23; 1; 17; 0;  393;  206;   9; 0; 0;  58; 17;  41;   286;   275;   59; 0;  11;  1351;  238
276;Itupeva;   61252;  4;  4;0;0;  4; 0;  9; 0;  203;  125;   5; 0; 0;  14;  3;  11;    92;    81;   39; 0;  11;   439;   44
277;Ituverava;   41824;  4;  4;0;0;  3; 1;  4; 0;  124;   43;   0; 0; 0;  22;  3;  19;    43;    39;    4; 0;   4;   342;   25
278;Jaborandi;    6929;  0;  0;0;0;  1; 0;  1; 0;   25;    4;   0; 0; 0;   3;  0;   3;     1;     1;    0; 0;   0;    28;    2
279;Jaboticabal;   77263;  9;  9;0;0;  7; 0;  4; 0;  215;  154;   0; 1; 1;  24;  6;  18;   205;   203;   35; 0;   2;   116;  113
280;Jacareí;  233662; 34; 36;0;0; 23; 0; 25; 0;  788;  420;  12; 0; 0;  84; 10;  74;   799;   719;  260; 0;  80;  1853;  404
281;Jaci;    7067;  1;  1;0;0;  2; 0;  0; 0;   23;   11;   0; 0; 0;   4;  1;   3;     3;     3;    0; 0;   0;    11;    0
282;Jacupiranga;   17866;  1;  1;0;0;  2; 0;  8; 1;   63;   39;   0; 1; 1;   7;  0;   7;    19;    16;    5; 0;   3;   135;    7
283;Jaguariúna;   57488;  3;  3;0;0; 12; 0;  4; 0;  172;  198;   3; 0; 0;  17;  6;  11;   149;   144;   44; 0;   5;   818;  101
284;Jales;   49107;  1;  1;0;0; 11; 0;  4; 0;  198;  355;   3; 0; 0;  20;  5;  15;    14;    13;    2; 0;   1;   400;   25
285;Jambeiro;    6602;  1;  1;0;0;  0; 0;  1; 0;   16;    4;   0; 0; 0;   2;  1;   1;    11;    11;    1; 0;   0;    70;    3
286;Jandira;  124937; 11; 11;0;0;  2; 0;  5; 0;  508;  119;   0; 0; 0;  37;  9;  28;   563;   532;   58; 0;  31;   808;  166
287;Jardinópolis;   44380;  4;  4;0;0;  3; 0;  5; 0;  152;   29;   3; 0; 0;  20;  4;  16;    69;    69;   29; 0;   0;   386;   60
288;Jarinu;   30044;  7;  9;0;0;  4; 0;  3; 0;   90;   30;   5; 0; 0;  17;  4;  13;    69;    56;   37; 0;  13;   255;   29
289;Jaú;  150252;  4;  4;0;0; 22; 0;  8; 0;  461;  302;   3; 1; 1;  44;  7;  37;    98;    91;    9; 0;   7;  1084;   81
290;Jeriquara;    3159;  1;  1;0;0;  1; 0;  0; 0;   28;    9;   0; 0; 0;   2;  0;   2;     2;     2;    0; 0;   0;    48;    0
291;Joanópolis;   13220;  2;  2;0;0;  0; 0;  2; 0;   50;   12;   0; 0; 0;   6;  2;   4;    11;    11;    0; 0;   0;   113;    9
292;João Ramalho;    4523;  1;  1;0;0;  1; 0;  0; 0;   19;    4;   0; 0; 0;   6;  1;   5;     2;     1;    0; 0;   1;    22;    2
293;José Bonifácio;   37015;  0;  0;0;0;  7; 0;  6; 0;  144;  104;   4; 0; 0;  12;  2;  10;    53;    53;    2; 0;   0;   314;   20
294;Júlio Mesquita;    4776;  0;  0;0;0;  0; 0;  2; 0;   23;    4;   0; 0; 0;   4;  2;   2;     0;     0;    0; 0;   0;    21;    0
295;Jumirim;    3367;  0;  0;0;0;  2; 0;  0; 0;    9;    5;   0; 0; 0;   0;  0;   0;     4;     4;    0; 0;   0;    10;    0
296;Jundiaí;  418962; 28; 33;0;0; 39; 1; 17; 1;  994;  722;  25; 1; 1;  93; 27;  66;  1299;  1166;  385; 0; 133;  4557;  648
297;Junqueirópolis;   20679;  1;  1;0;0;  0; 0;  3; 0;   90;   53;   0; 0; 0;   5;  0;   5;     0;     0;    0; 0;   0;    92;    2
298;Juquiá;   18812;  5;  5;0;0;  3; 0;  1; 0;   46;   24;  64; 0; 0;  10;  1;   9;    41;    38;    2; 0;   3;   208;    7
299;Juquitiba;   31444;  1;  1;0;0;  5; 1;  6; 0;  111;   18;   1; 0; 0;  14;  2;  12;   118;    96;   15; 0;  22;   307;   17
300;Lagoinha;    4896;  0;  0;0;0;  0; 0;  0; 0;   23;    2;   0; 0; 0;   4;  0;   4;     2;     2;    0; 0;   0;    51;    1
301;Laranjal Paulista;   28516;  3;  3;0;0;  1; 0;  1; 0;   44;   19;   1; 0; 0;   8;  1;   7;    19;    19;    1; 0;   0;   214;   12
302;Lavínia;   11980;  0;  0;0;0;  1; 0;  2; 0;   20;    3;   0; 0; 0;   0;  0;   0;     0;     0;    0; 0;   0;    45;    0
303;Lavrinhas;    7260;  1;  1;0;0;  3; 0;  0; 0;   27;    8;   1; 0; 0;   4;  1;   3;     7;     6;    2; 0;   1;    46;    2
304;Leme;  103391; 11; 11;1;1;  4; 1;  6; 0;  405;  336;   0; 0; 0;  32;  5;  27;   217;   208;   22; 0;   9;   891;  121
305;Lençóis Paulista;   68432;  4;  4;0;0;  3; 0;  4; 0;  198;  155;   4; 0; 0;  22;  3;  19;    43;    42;    3; 0;   1;   485;   45
306;Limeira;  306114; 14; 15;0;0; 27; 0; 14; 2;  833;  754;   3; 1; 1; 105; 32;  73;   887;   852;  155; 0;  35;  2864;  806
307;Lindoia;    7980;  0;  0;0;0;  0; 0;  1; 0;   31;   14;   0; 0; 0;   5;  0;   5;     3;     3;    1; 0;   0;    36;    1
308;Lins;   78013;  6;  7;0;0;  9; 0;  4; 2;  334;  269;   6; 1; 1;  38; 11;  27;   106;   105;    4; 0;   1;  1528;  117
309;Lorena;   88706; 16; 17;0;0;  4; 0; 11; 0;  283;  196;   6; 0; 0;  35; 15;  20;   218;   215;    9; 0;   3;   701;   36
310;Lourdes;    2289;  0;  0;0;0;  0; 0;  0; 0;    8;    0;   1; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    13;    0
311;Louveira;   48885;  3;  3;0;0;  2; 0;  2; 0;  137;   86;  18; 0; 0;  15;  3;  12;    83;    78;   24; 0;   5;   293;   47
312;Lucélia;   21747;  0;  0;0;0;  2; 0;  0; 0;  131;   80;   3; 0; 0;   7;  0;   7;     3;     3;    0; 0;   0;   103;    1
313;Lucianópolis;    2394;  0;  0;0;0;  0; 0;  0; 0;    2;    1;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    10;    1
314;Luiz Antônio;   14947;  0;  0;0;0;  0; 0;  0; 0;   56;    7;   0; 1; 1;   7;  3;   4;     9;     6;    2; 0;   3;    88;    4
315;Luiziânia;    5790;  1;  2;0;0;  2; 0;  1; 0;   24;    4;   0; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    11;    1
316;Lupércio;    4584;  0;  0;0;0;  0; 0;  0; 0;   17;    5;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    24;    0
317;Lutécia;    2649;  0;  0;0;0;  1; 0;  0; 0;   11;    1;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;    13;    0
318;Macatuba;   17163;  0;  0;0;0;  0; 0;  0; 0;   69;   14;   3; 1; 1;   7;  1;   6;     9;     9;    3; 0;   0;    95;    8
319;Macaubal;    8120;  0;  0;0;0;  0; 0;  1; 0;   34;   12;   7; 0; 0;   4;  1;   3;     2;     2;    0; 0;   0;    81;    5
320;Macedônia;    3698;  0;  0;0;0;  4; 0;  0; 0;    8;    7;   1; 0; 0;   0;  0;   0;     1;     1;    0; 0;   0;    13;    0
321;Magda;    3119;  0;  0;0;0;  0; 0;  0; 0;    3;    4;   0; 0; 0;   1;  0;   1;     0;     0;    0; 0;   0;     7;    3
322;Mairinque;   47150;  8;  8;0;0; 11; 1;  5; 0;  131;   51;   0; 1; 1;  19;  4;  15;    66;    61;   12; 0;   5;   294;   56
