Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
-999.0,-853.0,-74.0,246.0,535.0,1.2197,84.0,Up
84.0,-999.0,-853.0,-74.0,246.0,1.2838,-321.0,Down
-321.0,84.0,-999.0,-853.0,-74.0,1.1102,228.0,Up
228.0,-321.0,84.0,-999.0,-853.0,1.0953,-666.0,Down
-666.0,228.0,-321.0,84.0,-999.0,1.2354,1133.0,Up
1133.0,-666.0,228.0,-321.0,84.0,1.4479,-2369.0,Down
-2369.0,1133.0,-666.0,228.0,-321.0,1.5056,663.0,Up
663.0,-2369.0,1133.0,-666.0,228.0,1.2821,-761.0,Down
-761.0,663.0,-2369.0,1133.0,-666.0,1.1204,2342.0,Up
2342.0,-761.0,663.0,-2369.0,1133.0,1.3413,-204.0,Down
-204.0,2342.0,-761.0,663.0,-2369.0,1.3769,-142.0,Down
-142.0,-204.0,2342.0,-761.0,663.0,1.3593,62.0,Up
62.0,-142.0,-204.0,2342.0,-761.0,1185.0,-1541.0,Down
-1541.0,62.0,-142.0,-204.0,2342.0,1.1818,-0.62,Down
-0.62,-1541.0,62.0,-142.0,-204.0,1.3885,-0.71,Down
-0.71,-0.62,-1541.0,62.0,-142.0,1.3732,-152.0,Down
-152.0,-0.71,-0.62,-1541.0,62.0,1.5174,-1389.0,Down
-1389.0,-152.0,-0.71,-0.62,-1541.0,1.3742,-1.01,Down
-1.01,-1389.0,-152.0,-0.71,-0.62,1.3147,1077.0,Up
1077.0,-1.01,-1389.0,-152.0,-0.71,1.6286,886.0,Up
886.0,1077.0,-1.01,-1389.0,-152.0,1.4514,-175.0,Down
-175.0,886.0,1077.0,-1.01,-1389.0,1364.0,-1026.0,Down
-1026.0,-175.0,886.0,1077.0,-1.01,1.2845,-1934.0,Down
-1934.0,-1026.0,-175.0,886.0,1077.0,1.1226,-302.0,Down
-302.0,-1934.0,-1026.0,-175.0,886.0,1.3547,3.75,Up
3.75,-302.0,-1934.0,-1026.0,-175.0,1502.0,-1455.0,Down
-1455.0,3.75,-302.0,-1934.0,-1026.0,1153.0,-1679.0,Down
-1679.0,-1455.0,3.75,-302.0,-1934.0,1.1719,1855.0,Up
1855.0,-1679.0,-1455.0,3.75,-302.0,1.0886,2114.0,Up
2114.0,1855.0,-1679.0,-1455.0,3.75,1.4145,-566.0,Down
-566.0,2114.0,1855.0,-1679.0,-1455.0,1.4202,656.0,Up
656.0,-566.0,2114.0,1855.0,-1679.0,1.2566,761.0,Up
761.0,656.0,-566.0,2114.0,1855.0,1.2744,-1329.0,Down
-1329.0,761.0,656.0,-566.0,2114.0,0.9898,-1099.0,Down
-1099.0,-1329.0,761.0,656.0,-566.0,1.2005,569.0,Up
569.0,-1099.0,-1329.0,761.0,656.0,1.1363,1018.0,Up
1018.0,569.0,-1099.0,-1329.0,761.0,1.1929,-1209.0,Down
-1209.0,1018.0,569.0,-1099.0,-1329.0,0.8854,-855.0,Down
-855.0,-1209.0,1018.0,569.0,-1099.0,0.9965,-641.0,Down
-641.0,-855.0,-1209.0,1018.0,569.0,1.0818,-281.0,Down
-281.0,-641.0,-855.0,-1209.0,1018.0,1.2866,233.0,Up
233.0,-281.0,-641.0,-855.0,-1209.0,1.2773,-2.48,Down
-2.48,233.0,-281.0,-641.0,-855.0,1.3243,1.0,Up
1.0,-2.48,233.0,-281.0,-641.0,1.4666,885.0,Up
885.0,1.0,-2.48,233.0,-281.0,1.3001,-1976.0,Down
-1976.0,885.0,1.0,-2.48,233.0,1.6015,-157.0,Down
-157.0,-1976.0,885.0,1.0,-2.48,1.3413,312.0,Up
312.0,-157.0,-1976.0,885.0,1.0,1.2262,-1663.0,Down
-1663.0,312.0,-157.0,-1976.0,885.0,1.2124,657.0,Up
657.0,-1663.0,312.0,-157.0,-1976.0,1.79572,-1049.0,Down
-1049.0,657.0,-1663.0,312.0,-157.0,1.4055,-227.0,Down
-227.0,-1049.0,657.0,-1663.0,312.0,1549.0,2869.0,Up
2869.0,-227.0,-1049.0,657.0,-1663.0,1.2366,94.0,Up
94.0,2869.0,-227.0,-1049.0,657.0,1.1931,-1654.0,Down
-1654.0,94.0,2869.0,-227.0,-1049.0,1.3361,-1343.0,Down
-1343.0,-1654.0,94.0,2869.0,-227.0,1.3897,-1704.0,Down
-1704.0,-1343.0,-1654.0,94.0,2869.0,1.4972,362.0,Up
362.0,-1704.0,-1343.0,-1654.0,94.0,1.5526,-1.67,Down
-1.67,362.0,-1704.0,-1343.0,-1654.0,1.5137,-267.0,Down
-267.0,-1.67,362.0,-1704.0,-1343.0,2.01429,1758.0,Up
1758.0,-267.0,-1.67,362.0,-1704.0,1.9086,-83.0,Down
-83.0,1758.0,-267.0,-1.67,362.0,2117.0,-2139.0,Down
-2139.0,-83.0,1758.0,-267.0,-1.67,1.4255,-2123.0,Down
-2123.0,-2139.0,-83.0,1758.0,-267.0,1823.0,622.0,Up
622.0,-2123.0,-2139.0,-83.0,1758.0,1.5278,3673.0,Up
3673.0,622.0,-2123.0,-2139.0,-83.0,0.6994,-1218.0,Down
-1218.0,3673.0,622.0,-2123.0,-2139.0,1.1844,-2472.0,Down
-2472.0,-1218.0,3673.0,622.0,-2123.0,1.3489,-3396.0,Down
-3396.0,-2472.0,-1218.0,3673.0,622.0,1.8169,0.75,Up
0.75,-3396.0,-2472.0,-1218.0,3673.0,2.08048,-645.0,Down
-645.0,0.75,-3396.0,-2472.0,-1218.0,1.6074,-376.0,Down
-376.0,-645.0,0.75,-3396.0,-2472.0,2.5748,-1851.0,Down
-1851.0,-376.0,-645.0,0.75,-3396.0,1.8437,566.0,Up
566.0,-1851.0,-376.0,-645.0,0.75,2.5665,-2702.0,Down
-2702.0,566.0,-1851.0,-376.0,-645.0,1.7363,-3835.0,Down
-3835.0,-2702.0,566.0,-1851.0,-376.0,2.6541,-3291.0,Down
-3291.0,-3835.0,-2702.0,566.0,-1851.0,2.24806,-2702.0,Down
-2702.0,-3291.0,-3835.0,-2702.0,566.0,2.44102,5733.0,Up
5733.0,-2702.0,-3291.0,-3835.0,-2702.0,2.77556,-563.0,Down
-563.0,5733.0,-2702.0,-3291.0,-3835.0,2.4247,1688.0,Up
1688.0,-563.0,5733.0,-2702.0,-3291.0,1.7961,5408.0,Up
5408.0,1688.0,-563.0,5733.0,-2702.0,1.77865,425.0,Up
425.0,5408.0,1688.0,-563.0,5733.0,1.82609,979.0,Up
979.0,425.0,5408.0,1688.0,-563.0,2.04936,-2957.0,Down
-2957.0,979.0,425.0,5408.0,1688.0,1.6722,-2308.0,Down
-2308.0,-2957.0,979.0,425.0,5408.0,1.5381,-3.43,Down
-3.43,-2308.0,-2957.0,979.0,425.0,1.4255,2992.0,Up
2992.0,-3.43,-2308.0,-2957.0,979.0,1.5141,2001.0,Up
2001.0,2992.0,-3.43,-2308.0,-2957.0,1.4904,3272.0,Up
3272.0,2001.0,2992.0,-3.43,-2308.0,1.6467,351.0,Up
351.0,3272.0,2001.0,2992.0,-3.43,1.2949,-533.0,Down
-533.0,351.0,3272.0,2001.0,2992.0,1.0365,-2168.0,Down
-2168.0,-533.0,351.0,3272.0,2001.0,1.2977,4005.0,Up
4005.0,-2168.0,-533.0,351.0,3272.0,1.5338,1156.0,Up
1156.0,4005.0,-2168.0,-533.0,351.0,1.5051,-159.0,Down
-159.0,1156.0,4005.0,-2168.0,-533.0,1.2653,2361.0,Up
2361.0,-159.0,1156.0,4005.0,-2168.0,1.2998,-1396.0,Down
-1396.0,2361.0,-159.0,1156.0,4005.0,1.3085,1273.0,Up
1273.0,-1396.0,2361.0,-159.0,1156.0,1.3531,1405.0,Up
1405.0,1273.0,-1396.0,2361.0,-159.0,1373.0,-2269.0,Down
-2269.0,1405.0,1273.0,-1396.0,2361.0,1.0715,754.0,Up
754.0,-2269.0,1405.0,1273.0,-1396.0,1.0169,-1385.0,Down
-1385.0,754.0,-2269.0,1405.0,1273.0,1.3077,-1813.0,Down
-1813.0,-1385.0,754.0,-2269.0,1405.0,1.1466,-8.0,Down
-8.0,-1813.0,-1385.0,754.0,-2269.0,1.2711,-188.0,Down
-188.0,-8.0,-1813.0,-1385.0,754.0,0.9299,-4154.0,Down
-4154.0,-188.0,-8.0,-1813.0,-1385.0,1.2898,1752.0,Up
1752.0,-4154.0,-188.0,-8.0,-1813.0,1.3721,-1595.0,Down
-1595.0,1752.0,-4154.0,-188.0,-8.0,1.4013,1.68,Up
1.68,-1595.0,1752.0,-4154.0,-188.0,1.1845,1011.0,Up
1011.0,1.68,-1595.0,1752.0,-4154.0,1.1306,733.0,Up
733.0,1011.0,1.68,-1595.0,1752.0,1.1864,-14.0,Down
-14.0,733.0,1011.0,1.68,-1595.0,0.8466,-2478.0,Down
-2478.0,-14.0,733.0,1011.0,1.68,1.1916,327.0,Up
327.0,-2478.0,-14.0,733.0,1011.0,1271.0,145.0,Up
145.0,327.0,-2478.0,-14.0,733.0,1.0014,-1973.0,Down
-1973.0,145.0,327.0,-2478.0,-14.0,1.4486,-465.0,Down
-465.0,-1973.0,145.0,327.0,-2478.0,1501.0,-3006.0,Down
-3006.0,-465.0,-1973.0,145.0,327.0,1524.0,245.0,Up
245.0,-3006.0,-465.0,-1973.0,145.0,1.7928,-1383.0,Down
-1383.0,245.0,-3006.0,-465.0,-1973.0,1.3811,-1728.0,Down
-1728.0,-1383.0,245.0,-3006.0,-465.0,1.67024,2486.0,Up
2486.0,-1728.0,-1383.0,245.0,-3006.0,1.6515,1821.0,Up
1821.0,2486.0,-1728.0,-1383.0,245.0,1.65,-3226.0,Down
-3226.0,1821.0,2486.0,-1728.0,-1383.0,1.5073,-1461.0,Down
-1461.0,-3226.0,1821.0,2486.0,-1728.0,1.72187,4002.0,Up
4002.0,-1461.0,-3226.0,1821.0,2486.0,1.7809,-2359.0,Down
-2359.0,4002.0,-1461.0,-3226.0,1821.0,1.6689,-1082.0,Down
-1082.0,-2359.0,4002.0,-1461.0,-3226.0,1.6745,-2243.0,Down
-2243.0,-1082.0,-2359.0,4002.0,-1461.0,1.83593,-1911.0,Down
-1911.0,-2243.0,-1082.0,-2359.0,4002.0,1.5765,1.69,Up
1.69,-1911.0,-2243.0,-1082.0,-2359.0,1.93843,-2729.0,Down
-2729.0,1.69,-1911.0,-2243.0,-1082.0,1.88503,3497.0,Up
3497.0,-2729.0,1.69,-1911.0,-2243.0,2.09023,3906.0,Up
3906.0,3497.0,-2729.0,1.69,-1911.0,1.85413,733.0,Up
733.0,3906.0,3497.0,-2729.0,1.69,1.2003,4734.0,Up
4734.0,733.0,3906.0,3497.0,-2729.0,1956.0,-2411.0,Down
-2411.0,4734.0,733.0,3906.0,3497.0,1585.0,2.23,Up
2.23,-2411.0,4734.0,733.0,3906.0,1.78039,0.59,Up
0.59,2.23,-2411.0,4734.0,733.0,1.4231,1733.0,Up
1733.0,0.59,2.23,-2411.0,4734.0,1447.0,-1063.0,Down
-1063.0,1733.0,0.59,2.23,-2411.0,1.5492,672.0,Up
672.0,-1063.0,1733.0,0.59,2.23,1.5939,-1522.0,Down
-1522.0,672.0,-1063.0,1733.0,0.59,1.70057,1717.0,Up
1717.0,-1522.0,672.0,-1063.0,1733.0,1.3404,-827.0,Down
-827.0,1717.0,-1522.0,672.0,-1063.0,1.3826,-908.0,Down
-908.0,-827.0,1717.0,-1522.0,672.0,1.5297,0.97,Up
0.97,-908.0,-827.0,1717.0,-1522.0,1.4223,-556.0,Down
-556.0,0.97,-908.0,-827.0,1717.0,1.6413,1716.0,Up
1716.0,-556.0,0.97,-908.0,-827.0,1.4504,0.82,Up
0.82,1716.0,-556.0,0.97,-908.0,1.6459,775.0,Up
775.0,0.82,1716.0,-556.0,0.97,1.3541,914.0,Up
914.0,775.0,0.82,1716.0,-556.0,1674.0,-2285.0,Down
-2285.0,914.0,775.0,0.82,1716.0,1.4669,-876.0,Down
-876.0,-2285.0,914.0,775.0,0.82,1.4465,-2073.0,Down
-2073.0,-876.0,-2285.0,914.0,775.0,1113.0,772.0,Up
772.0,-2073.0,-876.0,-2285.0,914.0,1.3771,-48.0,Down
-48.0,772.0,-2073.0,-876.0,-2285.0,1.4634,2463.0,Up
2463.0,-48.0,772.0,-2073.0,-876.0,1519.0,615.0,Up
615.0,2463.0,-48.0,772.0,-2073.0,1.4001,-1041.0,Down
-1041.0,615.0,2463.0,-48.0,772.0,1.2826,-402.0,Down
-402.0,-1041.0,615.0,2463.0,-48.0,1.3374,1941.0,Up
1941.0,-402.0,-1041.0,615.0,2463.0,1.5173,2145.0,Up
2145.0,1941.0,-402.0,-1041.0,615.0,2.4151,-344.0,Down
-344.0,2145.0,1941.0,-402.0,-1041.0,1.6268,249.0,Up
249.0,-344.0,2145.0,1941.0,-402.0,1574.0,-2097.0,Down
-2097.0,249.0,-344.0,2145.0,1941.0,1.5436,2799.0,Up
2799.0,-2097.0,249.0,-344.0,2145.0,1.3503,-273.0,Down
-273.0,2799.0,-2097.0,249.0,-344.0,0.64346,-0.19,Down
-0.19,-273.0,2799.0,-2097.0,249.0,1612.0,-1475.0,Down
-1475.0,-0.19,-273.0,2799.0,-2097.0,1.4884,-344.0,Down
-344.0,-1475.0,-0.19,-273.0,2799.0,1.5889,-1202.0,Down
-1202.0,-344.0,-1475.0,-0.19,-273.0,1.2502,627.0,Up
627.0,-1202.0,-344.0,-1475.0,-0.19,1.2411,-2218.0,Down
-2218.0,627.0,-1202.0,-344.0,-1475.0,1.3208,1396.0,Up
1396.0,-2218.0,627.0,-1202.0,-344.0,1.2866,56.0,Up
56.0,1396.0,-2218.0,627.0,-1202.0,1.2851,-373.0,Down
-373.0,56.0,1396.0,-2218.0,627.0,1.2553,-1342.0,Down
-1342.0,-373.0,56.0,1396.0,-2218.0,1.3308,2352.0,Up
2352.0,-1342.0,-373.0,56.0,1396.0,1.2716,-814.0,Down
-814.0,2352.0,-1342.0,-373.0,56.0,1.2518,-1315.0,Down
-1315.0,-814.0,2352.0,-1342.0,-373.0,1.4462,-771.0,Down
-771.0,-1315.0,-814.0,2352.0,-1342.0,1.3859,1302.0,Up
1302.0,-771.0,-1315.0,-814.0,2352.0,1.78273,181.0,Up
181.0,1302.0,-771.0,-1315.0,-814.0,1.1121,-547.0,Down
-547.0,181.0,1302.0,-771.0,-1315.0,0.45831,-315.0,Down
-315.0,-547.0,181.0,1302.0,-771.0,0.7211,-1603.0,Down
-1603.0,-315.0,-547.0,181.0,1302.0,0.7584,456.0,Up
456.0,-1603.0,-315.0,-547.0,181.0,1.0578,49.0,Up
49.0,456.0,-1603.0,-315.0,-547.0,1.0885,3.32,Up
3.32,49.0,456.0,-1603.0,-315.0,1.2292,-48.0,Down
-48.0,3.32,49.0,456.0,-1603.0,1.1308,2247.0,Up
2247.0,-48.0,3.32,49.0,456.0,1.4359,-654.0,Down
-654.0,2247.0,-48.0,3.32,49.0,1.5452,-1409.0,Down
-1409.0,-654.0,2247.0,-48.0,3.32,1.4676,1939.0,Up
1939.0,-1409.0,-654.0,2247.0,-48.0,1.5603,0.0,Up
0.0,1939.0,-1409.0,-654.0,2247.0,1.4854,-141.0,Down
-141.0,0.0,1939.0,-1409.0,-654.0,1.3963,583.0,Up
583.0,-141.0,0.0,1939.0,-1409.0,1.3794,-1443.0,Down
-1443.0,583.0,-141.0,0.0,1939.0,1.4321,-394.0,Down
-394.0,-1443.0,583.0,-141.0,0.0,1.5346,-1402.0,Down
-1402.0,-394.0,-1443.0,583.0,-141.0,1.3582,-1.57,Down
-1.57,-1402.0,-394.0,-1443.0,583.0,1.3352,-1043.0,Down
-1043.0,-1.57,-1402.0,-394.0,-1443.0,1.5608,1022.0,Up
1022.0,-1043.0,-1.57,-1402.0,-394.0,1.74455,-2923.0,Down
-2923.0,1022.0,-1043.0,-1.57,-1402.0,1.5748,-1616.0,Down
-1616.0,-2923.0,1022.0,-1043.0,-1.57,1.4359,1305.0,Up
1305.0,-1616.0,-2923.0,1022.0,-1043.0,1.4591,678.0,Up
678.0,1305.0,-1616.0,-2923.0,1022.0,1.5954,-2285.0,Down
-2285.0,678.0,1305.0,-1616.0,-2923.0,1.5103,1313.0,Up
1313.0,-2285.0,678.0,1305.0,-1616.0,1.57853,0.54,Up
0.54,1313.0,-2285.0,678.0,1305.0,1.2585,-1409.0,Down
-1409.0,0.54,1313.0,-2285.0,678.0,1.4516,-544.0,Down
-544.0,-1409.0,0.54,1313.0,-2285.0,1.4508,-645.0,Down
-645.0,-544.0,-1409.0,0.54,1313.0,1.4309,-1009.0,Down
-1009.0,-645.0,-544.0,-1409.0,0.54,1.2768,757.0,Up
757.0,-1009.0,-645.0,-544.0,-1409.0,1.2382,-0.81,Down
-0.81,757.0,-1009.0,-645.0,-544.0,1307.0,-1269.0,Down
-1269.0,-0.81,757.0,-1009.0,-645.0,1.2605,-0.16,Down
-0.16,-1269.0,-0.81,757.0,-1009.0,1.4893,2143.0,Up
2143.0,-0.16,-1269.0,-0.81,757.0,1.4046,1.95,Up
1.95,2143.0,-0.16,-1269.0,-0.81,1.2508,-0.71,Down
-0.71,1.95,2143.0,-0.16,-1269.0,1.0756,-0.95,Down
-0.95,-0.71,1.95,2143.0,-0.16,1.1941,1322.0,Up
1322.0,-0.95,-0.71,1.95,2143.0,1.3982,-1838.0,Down
-1838.0,1322.0,-0.95,-0.71,1.95,1.2292,719.0,Up
719.0,-1838.0,1322.0,-0.95,-0.71,1.4837,-1314.0,Down
-1314.0,719.0,-1838.0,1322.0,-0.95,1.3744,1176.0,Up
1176.0,-1314.0,719.0,-1838.0,1322.0,1.2878,462.0,Up
462.0,1176.0,-1314.0,719.0,-1838.0,1.3733,-754.0,Down
-754.0,462.0,1176.0,-1314.0,719.0,1.2089,-1536.0,Down
-1536.0,-754.0,462.0,1176.0,-1314.0,1.2566,956.0,Up
956.0,-1536.0,-754.0,462.0,1176.0,1.3327,-934.0,Down
-934.0,956.0,-1536.0,-754.0,462.0,1.2992,826.0,Up
826.0,-934.0,956.0,-1536.0,-754.0,1.3685,-2583.0,Down
-2583.0,826.0,-934.0,956.0,-1536.0,1255.0,-836.0,Down
-836.0,-2583.0,826.0,-934.0,956.0,1.4277,432.0,Up
432.0,-836.0,-2583.0,826.0,-934.0,1.62,3446.0,Up
3446.0,432.0,-836.0,-2583.0,826.0,1.8163,165.0,Up
165.0,3446.0,432.0,-836.0,-2583.0,1.5419,3543.0,Up
3543.0,165.0,3446.0,432.0,-836.0,1.70042,424.0,Up
424.0,3543.0,165.0,3446.0,432.0,1.5551,874.0,Up
874.0,424.0,3543.0,165.0,3446.0,1.4734,189.0,Up
189.0,874.0,424.0,3543.0,165.0,1.4391,2298.0,Up
2298.0,189.0,874.0,424.0,3543.0,1.88371,-3523.0,Down
-3523.0,2298.0,189.0,874.0,424.0,1293.0,1216.0,Up
1216.0,-3523.0,2298.0,189.0,874.0,1.3334,-548.0,Down
-548.0,1216.0,-3523.0,2298.0,189.0,1.3197,-164.0,Down
-164.0,-548.0,1216.0,-3523.0,2298.0,1.2329,-578.0,Down
-578.0,-164.0,-548.0,1216.0,-3523.0,1227.0,-1774.0,Down
-1774.0,-578.0,-164.0,-548.0,1216.0,1.4955,1214.0,Up
1214.0,-1774.0,-578.0,-164.0,-548.0,1.4616,2612.0,Up
2612.0,1214.0,-1774.0,-578.0,-164.0,1.5898,-505.0,Down
-505.0,2612.0,1214.0,-1774.0,-578.0,1.3395,274.0,Up
274.0,-505.0,2612.0,1214.0,-1774.0,1.2412,123.0,Up
123.0,274.0,-505.0,2612.0,1214.0,1494.0,-186.0,Down
-186.0,123.0,274.0,-505.0,2612.0,1.2354,-1.4,Down
-1.4,-186.0,123.0,274.0,-505.0,1.2937,646.0,Up
646.0,-1.4,-186.0,123.0,274.0,1.2753,-376.0,Down
-376.0,646.0,-1.4,-186.0,123.0,1.1416,1.95,Up
1.95,-376.0,646.0,-1.4,-186.0,1131.0,0.63,Up
0.63,1.95,-376.0,646.0,-1.4,1.4602,-1224.0,Down
-1224.0,0.63,1.95,-376.0,646.0,1.5876,1554.0,Up
1554.0,-1224.0,0.63,1.95,-376.0,1.4306,-176.0,Down
-176.0,1554.0,-1224.0,0.63,1.95,1.1187,2.17,Up
2.17,-176.0,1554.0,-1224.0,0.63,1.6312,839.0,Up
839.0,2.17,-176.0,1554.0,-1224.0,1.6672,-826.0,Down
-826.0,839.0,2.17,-176.0,1554.0,1.6481,-1385.0,Down
-1385.0,-826.0,839.0,2.17,-176.0,1.3358,1783.0,Up
1783.0,-1385.0,-826.0,839.0,2.17,1273.0,328.0,Up
328.0,1783.0,-1385.0,-826.0,839.0,1.5256,-0.1,Down
-0.1,328.0,1783.0,-1385.0,-826.0,1.78851,-68.0,Down
-68.0,-0.1,328.0,1783.0,-1385.0,1.3975,1504.0,Up
1504.0,-68.0,-0.1,328.0,1783.0,1.5543,-0.38,Down
-0.38,1504.0,-68.0,-0.1,328.0,1.4463,846.0,Up
846.0,-0.38,1504.0,-68.0,-0.1,1.6496,-0.51,Down
-0.51,846.0,-0.38,1504.0,-68.0,1.5319,-1006.0,Down
-1006.0,-0.51,846.0,-0.38,1504.0,1.3796,1428.0,Up
1428.0,-1006.0,-0.51,846.0,-0.38,1.3261,1253.0,Up
1253.0,1428.0,-1006.0,-0.51,846.0,1.3788,-297.0,Down
-297.0,1253.0,1428.0,-1006.0,-0.51,1.4181,-0.32,Down
-0.32,-297.0,1253.0,1428.0,-1006.0,1.4018,787.0,Up
787.0,-0.32,-297.0,1253.0,1428.0,1.5087,-0.25,Down
-0.25,787.0,-0.32,-297.0,1253.0,1.5055,-2492.0,Down
-2492.0,-0.25,787.0,-0.32,-297.0,1.3757,-113.0,Down
-113.0,-2492.0,-0.25,787.0,-0.32,1.5053,401.0,Up
401.0,-113.0,-2492.0,-0.25,787.0,1.4578,915.0,Up
915.0,401.0,-113.0,-2492.0,-0.25,1.4485,145.0,Up
145.0,915.0,401.0,-113.0,-2492.0,1201.0,1957.0,Up
1957.0,145.0,915.0,401.0,-113.0,1532.0,183.0,Up
183.0,1957.0,145.0,915.0,401.0,1559.0,-376.0,Down
-376.0,183.0,1957.0,145.0,915.0,1.6858,1469.0,Up
1469.0,-376.0,183.0,1957.0,145.0,1.6888,354.0,Up
354.0,1469.0,-376.0,183.0,1957.0,1.6625,472.0,Up
472.0,354.0,1469.0,-376.0,183.0,1.4502,1511.0,Up
1511.0,472.0,354.0,1469.0,-376.0,1.6187,395.0,Up
395.0,1511.0,472.0,354.0,1469.0,1.6931,-0.24,Down
-0.24,395.0,1511.0,472.0,354.0,1.8372,-1198.0,Down
-1198.0,-0.24,395.0,1511.0,472.0,1307.0,913.0,Up
913.0,-1198.0,-0.24,395.0,1511.0,1.2754,1283.0,Up
1283.0,913.0,-1198.0,-0.24,395.0,1.52,103.0,Up
103.0,1283.0,913.0,-1198.0,-0.24,1.5531,-991.0,Down
-991.0,103.0,1283.0,913.0,-1198.0,1.2716,2238.0,Up
